,time,label
339,67.8,0
340,68.0,0
341,68.2,0
342,68.4,1
343,68.6,0
344,68.8,0
345,69.0,0
346,69.2,0
347,69.4,0
348,69.6,0
349,69.8,0
350,70.0,0
351,70.2,0
352,70.4,0
353,70.6,0
354,70.8,0
355,71.0,0
356,71.2,0
357,71.4,0
358,71.6,0
359,71.8,0
360,72.0,0
361,72.2,0
362,72.4,0
363,72.6,0
364,72.8,0
365,73.0,0
366,73.2,0
367,73.4,0
368,73.6,0
369,73.8,0
370,74.0,0
371,74.2,0
372,74.4,0
373,74.6,0
374,74.8,0
375,75.0,0
376,75.2,0
377,75.4,0
378,75.6,0
379,75.8,0
380,76.0,0
381,76.2,0
382,76.4,0
383,76.6,0
384,76.8,0
385,77.0,0
386,77.2,0
387,77.4,0
388,77.6,0
389,77.8,0
390,78.0,0
391,78.2,0
392,78.4,0
393,78.6,0
394,78.8,0
395,79.0,0
396,79.2,0
397,79.4,0
398,79.6,0
399,79.8,0
400,80.0,0
401,80.2,0
402,80.4,0
403,80.6,0
404,80.8,0
405,81.0,0
406,81.2,0
407,81.4,0
408,81.6,0
409,81.8,0
410,82.0,1
411,82.2,0
412,82.4,0
413,82.6,0
414,82.8,0
415,83.0,0
416,83.2,0
417,83.4,0
418,83.6,0
419,83.8,0
420,84.0,0
421,84.2,0
422,84.4,0
423,84.6,1
424,84.8,0
425,85.0,0
426,85.2,0
427,85.4,0
428,85.6,0
429,85.8,0
430,86.0,0
431,86.2,0
432,86.4,0
433,86.6,0
434,86.8,0
435,87.0,0
436,87.2,0
437,87.4,0
438,87.6,1
439,87.8,0
440,88.0,0
441,88.2,0
442,88.4,0
443,88.6,0
444,88.8,0
445,89.0,1
446,89.2,0
447,89.4,0
448,89.6,0
449,89.8,0
450,90.0,0
451,90.2,0
452,90.4,0
453,90.6,0
454,90.8,0
455,91.0,0
456,91.2,0
457,91.4,0
458,91.6,0
459,91.8,0
460,92.0,0
461,92.2,0
462,92.4,0
463,92.6,0
464,92.8,1
465,93.0,0
466,93.2,0
467,93.4,0
468,93.6,0
469,93.8,0
470,94.0,0
471,94.2,0
472,94.4,0
473,94.6,0
474,94.8,0
475,95.0,0
476,95.2,0
477,95.4,0
478,95.6,0
479,95.8,0
480,96.0,0
481,96.2,0
482,96.4,0
483,96.6,0
484,96.8,0
485,97.0,0
486,97.2,0
487,97.4,0
488,97.6,0
489,97.8,0
490,98.0,0
491,98.2,0
492,98.4,0
493,98.6,0
494,98.8,0
495,99.0,0
496,99.2,0
497,99.4,0
498,99.6,0
499,99.8,0
500,100.0,0
501,100.2,0
502,100.4,0
503,100.6,0
504,100.8,0
505,101.0,0
506,101.2,0
507,101.4,0
508,101.6,0
509,101.8,0
510,102.0,0
511,102.2,0
512,102.4,0
513,102.6,0
514,102.8,0
515,103.0,0
516,103.2,0
517,103.4,0
518,103.6,0
519,103.8,0
520,104.0,0
521,104.2,0
522,104.4,0
523,104.6,0
524,104.8,0
525,105.0,0
526,105.2,0
527,105.4,0
528,105.6,0
529,105.8,0
530,106.0,0
531,106.2,0
532,106.4,0
533,106.6,0
534,106.8,0
535,107.0,0
536,107.2,0
537,107.4,0
538,107.6,0
539,107.8,0
540,108.0,0
541,108.2,0
542,108.4,0
543,108.6,0
544,108.8,0
545,109.0,0
546,109.2,0
547,109.4,0
548,109.6,0
549,109.8,0
550,110.0,0
551,110.2,0
552,110.4,0
553,110.6,0
554,110.8,0
555,111.0,0
556,111.2,0
557,111.4,0
558,111.6,0
559,111.8,0
560,112.0,0
561,112.2,0
562,112.4,0
563,112.6,0
564,112.8,0
565,113.0,0
566,113.2,0
567,113.4,0
568,113.6,0
569,113.8,0
570,114.0,0
571,114.2,0
572,114.4,0
573,114.6,0
574,114.8,0
575,115.0,0
576,115.2,0
577,115.4,0
578,115.6,0
579,115.8,0
580,116.0,0
581,116.2,0
582,116.4,0
583,116.6,0
584,116.8,0
585,117.0,0
586,117.2,0
587,117.4,0
588,117.6,0
589,117.8,0
590,118.0,0
591,118.2,0
592,118.4,0
593,118.6,0
594,118.8,0
595,119.0,0
596,119.2,0
597,119.4,0
598,119.6,0
599,119.8,0
600,120.0,0
601,120.2,0
602,120.4,0
603,120.6,0
604,120.8,0
605,121.0,0
606,121.2,0
607,121.4,0
608,121.6,0
609,121.8,0
610,122.0,0
611,122.2,0
612,122.4,1
613,122.6,0
614,122.8,0
615,123.0,0
616,123.2,0
617,123.4,0
618,123.6,0
619,123.8,0
620,124.0,0
621,124.2,1
622,124.4,0
623,124.6,0
624,124.8,0
625,125.0,0
626,125.2,0
627,125.4,0
628,125.6,0
629,125.8,0
630,126.0,0
631,126.2,0
632,126.4,0
633,126.6,0
634,126.8,0
635,127.0,0
636,127.2,0
637,127.4,1
638,127.6,0
639,127.8,0
640,128.0,0
641,128.2,0
642,128.4,0
643,128.6,0
644,128.8,0
645,129.0,0
646,129.2,0
647,129.4,0
648,129.6,0
649,129.8,0
650,130.0,0
651,130.2,0
652,130.4,0
653,130.6,0
654,130.8,0
655,131.0,0
656,131.2,0
657,131.4,0
658,131.6,0
659,131.8,0
660,132.0,1
661,132.2,0
662,132.4,0
663,132.6,0
664,132.8,0
665,133.0,0
666,133.2,0
667,133.4,0
668,133.6,0
669,133.8,0
670,134.0,0
671,134.2,0
672,134.4,0
673,134.6,0
674,134.8,0
675,135.0,0
676,135.2,0
677,135.4,0
678,135.6,1
679,135.8,0
680,136.0,0
681,136.2,0
682,136.4,0
683,136.6,0
684,136.8,0
685,137.0,0
686,137.2,0
687,137.4,0
688,137.6,0
689,137.8,0
690,138.0,0
691,138.2,0
692,138.4,0
693,138.6,0
694,138.8,0
695,139.0,0
696,139.2,0
697,139.4,0
698,139.6,0
699,139.8,0
700,140.0,0
701,140.2,0
702,140.4,0
703,140.6,0
704,140.8,0
705,141.0,0
706,141.2,0
707,141.4,0
708,141.6,0
709,141.8,0
710,142.0,0
711,142.2,0
712,142.4,0
713,142.6,0
714,142.8,0
715,143.0,0
716,143.2,0
717,143.4,0
718,143.6,0
719,143.8,0
720,144.0,0
721,144.2,0
722,144.4,0
723,144.6,0
724,144.8,0
725,145.0,0
726,145.2,0
727,145.4,0
728,145.6,0
729,145.8,0
730,146.0,0
731,146.2,0
732,146.4,0
733,146.6,0
734,146.8,0
735,147.0,0
736,147.2,0
737,147.4,0
738,147.6,0
739,147.8,1
740,148.0,0
741,148.2,0
742,148.4,0
743,148.6,0
744,148.8,0
745,149.0,0
746,149.2,0
747,149.4,0
748,149.6,1
749,149.8,0
750,150.0,0
751,150.2,0
752,150.4,0
753,150.6,0
754,150.8,0
755,151.0,0
756,151.2,1
757,151.4,0
758,151.6,0
759,151.8,0
760,152.0,0
761,152.2,0
762,152.4,0
763,152.6,0
764,152.8,0
765,153.0,0
766,153.2,0
767,153.4,0
768,153.6,0
